egid;eingang_koordinaten
243054160;47.55792505321733, 7.577082990378912
243054166;47.58689849997182, 7.651238386111065
243054169;47.58812859283164, 7.653235682085878
243054172;47.58859456383617, 7.658730618640144
243054181;47.58919343062757, 7.661393288465174
243054182;47.58955074966427, 7.663045135659034
243054184;47.58567912047164, 7.666404091688355
243054185;47.58543263427561, 7.666861548719282
243054188;47.58510223453091, 7.671005609979504
243054189;47.58477533235059, 7.6715366386827455
243054190;47.58482756083267, 7.671818401816945
243054195;47.584811057980204, 7.665918172497934
243054197;47.5491245810704, 7.563737396677685
243054204;47.56235300300017, 7.643094806251215
243054211;47.56293837830137, 7.580013402806292
243054214;47.545953143281764, 7.55863748234582
243054215;47.54571326917744, 7.558752561973943
243054220;47.553747978108525, 7.570149339951794
243054224;47.56774948919676, 7.572197867442589
243054226;47.53963250710769, 7.592460436090773
243054227;47.539065250420755, 7.592413007666146
243054228;47.54464125311819, 7.599758348263653
243054229;47.591085523169646, 7.654471115197246
243054234;47.575463443845884, 7.5752955729267395
243054238;47.566891946578615, 7.569965914581317
243054239;47.54436765917599, 7.60867363500534
243054242;47.56357363559686, 7.624393341437908
243054248;47.54749224193059, 7.621667999341261
243054250;47.56292994141725, 7.6029169466979365
243054251;47.56304174090811, 7.603109177348433
243054252;47.563160459014846, 7.603242167228747
243054259;47.5722544715736, 7.6363519373000415
243054261;47.56005872881995, 7.5930543390071135
243054263;47.53988626457966, 7.592727586870903
243054266;47.57357205008254, 7.56171453371471
243054273;47.57313287197172, 7.679465056965036
243054274;47.57297809473622, 7.679367325831482
243054277;47.57471252317873, 7.578882588724154
243054281;47.575695970349464, 7.580075905433781
243054290;47.55566718401835, 7.616760643448818
243054293;47.55380900222992, 7.5827290897689545
243054296;47.53340235167159, 7.586278958601073
243054298;47.56589619618918, 7.594696690750049
243054299;47.56563709823473, 7.594621505784964
243054305;47.58660480080848, 7.6501783700860555
243054306;47.586585104820735, 7.649384973382263
243054313;47.58941470339397, 7.656151957910124
243054318;47.572012046976525, 7.605590545825476
243054319;47.572101991426536, 7.605453396473301
243054320;47.57268327609326, 7.605192350069714
243054322;47.57278745163775, 7.60505899049001
243054323;47.58660892621873, 7.655757701032805
243054332;47.58607484990303, 7.653439173795342
243054339;47.58581446823289, 7.655928220601571
243054342;47.585347164315614, 7.655886182370663
243054343;47.584986602333466, 7.655059181445489
243054346;47.58487239793719, 7.652809589561107
243054348;47.5847960854461, 7.652487457053449
243054349;47.58541992765139, 7.651040013340295
243054352;47.58626185599609, 7.656482401947856
243054356;47.58546433538126, 7.657718112618391
243054357;47.58652704748049, 7.658160079350945
243054358;47.58652293517474, 7.658385241457901
243054359;47.58650396633938, 7.658856950318901
243054365;47.58633583641164, 7.661179756335936
243054366;47.586442087018426, 7.661490191539651
243054367;47.58695957744026, 7.660603091930386
243054376;47.5853727698883, 7.658805309094921
243054377;47.584822807177375, 7.658486766724794
243054380;47.584501616177924, 7.660095026658193
243054382;47.58369806344394, 7.660003036418103
243054383;47.583575245392105, 7.6592360372790695
243054385;47.583509476660815, 7.660366075966524
243054386;47.58346462768309, 7.66109524983667
243054387;47.58342108521868, 7.6611021131655175
243054389;47.583112985567524, 7.659550741316167
243054392;47.58238920605303, 7.656038389531068
243054397;47.58114615973777, 7.656819177602738
243054399;47.58108847179655, 7.656887675146651
243054404;47.580565536971996, 7.656660924241934
243054405;47.58049104651906, 7.657779182346893
243054406;47.5706426812386, 7.603382193598184
243054406;47.56982627432806, 7.603264401741523
243054406;47.56979697162421, 7.603086952168737
243054406;47.570036727301776, 7.60265178623337
243054406;47.57011770243879, 7.603794404686047
243054406;47.570712384927404, 7.603323110839806
243054406;47.570181472949194, 7.6031358592814415
243054406;47.57035062005602, 7.603611040035146
243054409;47.579459274576884, 7.65807953248933
243054411;47.579337226342, 7.658553318474054
243054415;47.57881486780124, 7.65897943088067
243054421;47.57936298023562, 7.659253899105228
243054423;47.5820559194708, 7.667066538886098
243054426;47.5733789705294, 7.62938175794158
243054428;47.5733060650856, 7.62942176644922
243054431;47.573334262831786, 7.62933787321825
243054432;47.573149852977544, 7.6295264523167665
243054435;47.57345057049736, 7.630142601159418
243054437;47.573330394381024, 7.630209683788879
243054443;47.571989053534125, 7.6295767586036
243054445;47.57281326107329, 7.630698615131875
243054446;47.57089082037678, 7.633487423416023
243054447;47.57093167985367, 7.63330935907629
243054448;47.57193366278189, 7.633945894016119
243054456;47.57402587594201, 7.635488225968605
243054460;47.576219304718926, 7.635299765845085
243054464;47.57630811555025, 7.635540261070422
243054468;47.576735115729825, 7.635923836734246
243054469;47.57674969852659, 7.6359692132451364
243054471;47.57594550112192, 7.634082016862785
243054472;47.57579946045385, 7.633803968953762
243054477;47.55730150644663, 7.6001506337922775
243054477;47.55734453768131, 7.600386740076875
243054480;47.54694215093947, 7.591650705136539
243054481;47.55388262286723, 7.604776472018483
243054485;47.560057909357965, 7.594083418113721
243054490;47.5647446302321, 7.5920431038303535
243054493;47.56614614263512, 7.600432401298681
243054496;47.52722081783778, 7.592792908646686
243054498;47.55159662439485, 7.568459954066925
243054500;47.55271547867352, 7.615730167063354
243054502;47.57092227257518, 7.644429923675543
243054504;47.57961587754216, 7.5901160015606735
243054505;47.567946566370075, 7.56922767970146
243054507;47.56767774447416, 7.570196824220416
243054508;47.5673544583855, 7.570562118624564
243054510;47.56735213646039, 7.570308697558301
243054513;47.576546300527696, 7.6379051875088155
243054514;47.57626687534436, 7.638220467523907
243054516;47.57601359531286, 7.639115457751606
243054517;47.575621987692465, 7.638610928656094
243054519;47.57555861406198, 7.638225524381365
243054539;47.569719946626236, 7.637393190793048
243054556;47.56874745460057, 7.636560779588501
243054560;47.570234359638185, 7.638349423023799
243054564;47.59351715532842, 7.656212411864735
243054570;47.550261168318684, 7.579994888553606
243054611;47.5688289339818, 7.638447467605677
243054628;47.5709802132147, 7.642018213190633
243054645;47.56970366720109, 7.644609807481162
243054647;47.56851004433785, 7.645454402796804
243054648;47.568791131776216, 7.645890285469276
243054653;47.569776399975105, 7.646637215629819
243054654;47.570125766826024, 7.645604543035242
243054657;47.571825955047814, 7.645340962429855
243054659;47.57221991293175, 7.645372525477361
243054661;47.57205391526335, 7.646368118808448
243054665;47.57317557479635, 7.646644181550168
243054670;47.574633094503724, 7.646964988714578
243054687;47.57936712585546, 7.647872831264005
243054691;47.579434043575674, 7.647017889805795
243054698;47.579710805490315, 7.644861777021746
243054708;47.580335735435064, 7.6450925646104615
243054712;47.58092022588701, 7.644426740568225
243055253;47.562749897502094, 7.558217036520793
243055254;47.55187410773338, 7.572549853454818
243055257;47.55167331561791, 7.572524375100307
243055258;47.55139221557828, 7.569569540128289
243055259;47.55095844639668, 7.571313315315827
243055266;47.556573107575645, 7.585698803753756
243055269;47.55729793933065, 7.585969565373154
243055277;47.55519142838092, 7.5946349019223405
243055278;47.55494480307761, 7.593304971307567
243055280;47.55493535384259, 7.596195888179352
243055281;47.55485614979392, 7.596511983890877
243055282;47.55502264392725, 7.596556969680329
243055284;47.554843813232814, 7.597119363543763
243055288;47.55414342599689, 7.5961506794722204
243055289;47.554213278728234, 7.596171876474338
243055295;47.554023389624554, 7.600155370527033
243055299;47.55412068654432, 7.6023569340408335
243055300;47.55478712579562, 7.603381992205198
243055302;47.55396483403791, 7.603758631689427
243055304;47.55363352124933, 7.602849665205282
243055306;47.5547769260501, 7.6076016119098995
243055307;47.55403972837583, 7.607283989840283
243055308;47.56065249084302, 7.575174680583442
243055311;47.56744139179438, 7.594032917921732
243055313;47.55474160217437, 7.608699085428333
243055316;47.555509261250755, 7.6102088516147495
243055318;47.55531975741982, 7.610267629434034
243055320;47.55578703828402, 7.6112763691600795
243055325;47.554766348298564, 7.609672636534626
243055328;47.55619061978238, 7.612650534353629
243055331;47.55449348185134, 7.612542476289861
243055333;47.55521465873886, 7.6114702286896785
243055335;47.5550249189973, 7.5953381543496885
243055341;47.55613866097909, 7.570798390712307
243055348;47.55924349641868, 7.595107960470918
243055350;47.55906385890148, 7.596000560854999
243055364;47.568057376466584, 7.590941459632745
243055365;47.56741281477041, 7.591272503306989
243055366;47.5674216982023, 7.591363556397166
243055369;47.56727739904973, 7.59139423915419
243055373;47.56884026606587, 7.591911004238393
243055377;47.57488109079236, 7.623705760744519
243055378;47.57462585925934, 7.624214261164244
243055380;47.574138218173424, 7.6236568789038115
243055383;47.57034126858208, 7.591046582337724
243055387;47.56966344959029, 7.5927434289556865
243055391;47.56950516252151, 7.589274056109786
243055400;47.56796836591522, 7.586554928194641
243055402;47.56708595930553, 7.587162445518628
243055403;47.56671839381924, 7.587290986492284
243055411;47.56685280910851, 7.588313796595448
243055413;47.566527945616734, 7.5885253557119645
243055414;47.566195018812714, 7.58864959803179
243055415;47.56805073058151, 7.589960456151291
243055416;47.56782185080778, 7.590160601499759
243055420;47.56717902580285, 7.589425642345086
243055421;47.566979294607435, 7.589404082342519
243055425;47.566915598813175, 7.590334900936828
243055430;47.566485251366984, 7.589349387364889
243055433;47.56580256247773, 7.589900905348442
243055435;47.56519486210265, 7.590589091717298
243055436;47.564881994255806, 7.591046626821875
243055438;47.56432016158972, 7.59055415350456
243055440;47.56416307490789, 7.5903282109656995
243055441;47.5625298036075, 7.591755139022671
243055442;47.55984747256337, 7.593996959348077
243055444;47.560315392832166, 7.592400460500937
243055447;47.57026663100353, 7.594615271665742
243055449;47.569765548536175, 7.593548922492793
243055450;47.56976941435671, 7.594232003910446
243055452;47.56971545344946, 7.593751970374313
243055453;47.56956534608141, 7.594360992640175
243055454;47.56959120734529, 7.5945326324119895
243055455;47.568847804790124, 7.593704651970706
243055458;47.56831335678004, 7.594417778765466
243055460;47.56805728730438, 7.5944319150975454
243055461;47.568307012545084, 7.594117430268854
243055463;47.567624585118544, 7.595723117822429
243055467;47.566701940718296, 7.595982054200326
243055469;47.566228754248236, 7.59465128628904
243055472;47.56553264868514, 7.594511439732114
243055473;47.5655925903077, 7.594007338653325
243055474;47.56544787410356, 7.594080388088934
243055475;47.56455928809081, 7.596029382872067
243055476;47.56469528615776, 7.596471836827842
243055482;47.56445307081169, 7.597633858230116
243055484;47.56336357835957, 7.596743765663619
243055485;47.56342948585756, 7.5970274011383125
243055486;47.56349197556353, 7.597171891314101
243055487;47.56367020815477, 7.597854880839556
243055489;47.56307776113203, 7.596003994184041
243055490;47.56201780188918, 7.596559324491699
243055492;47.56121658575991, 7.596653392751879
243055505;47.55757951040092, 7.601591864171684
243055506;47.55766111458953, 7.601633978325042
243055508;47.557140270238776, 7.6019673184022505
243055511;47.557763207674135, 7.603617270324404
243055512;47.55731465218723, 7.60394854353696
243055513;47.55760956196523, 7.60395121065633
243055522;47.56112453344496, 7.610557476528928
243055528;47.54625716839505, 7.61032376947505
243055529;47.546466551689186, 7.610805450863318
243055530;47.54736696731211, 7.611015315263966
243055532;47.5478532738403, 7.606574523468348
243055536;47.54759983151023, 7.606691579668638
243055540;47.546856496133074, 7.60693474659714
243055551;47.548828001587076, 7.602046462107706
243055563;47.54659760090366, 7.621630154349168
243055565;47.545333657808726, 7.617037432337514
243055568;47.537066340010426, 7.602417365751166
243055571;47.53812106901833, 7.600933882471147
243055573;47.53724263250414, 7.601708825065499
243055574;47.537222161797494, 7.6017479419757175
243055575;47.53766004816106, 7.600156735826274
243055582;47.55766725911147, 7.581861937975734
243055584;47.5391454583324, 7.597155686421222
243055586;47.53854222774942, 7.596903553331083
243055589;47.537614063989096, 7.597771243301758
243055590;47.537283954411706, 7.597469056040374
243055591;47.53711807599757, 7.5980197430096705
243055596;47.53529983711824, 7.600159452241031
243055607;47.53363603385093, 7.60023280067855
243055612;47.52717164425348, 7.591417365031052
243055617;47.52750794977416, 7.5922862241339075
243055618;47.527487389990995, 7.592463303152562
243055619;47.52728461776135, 7.592427265343746
243055620;47.52681781174404, 7.592447167475704
243055621;47.52653968287857, 7.591184778109976
243055624;47.52604721233857, 7.591428225202771
243055630;47.52658439708127, 7.5924591101513155
243055637;47.52671443954212, 7.590491473949128
243055643;47.53213674553765, 7.590689070956103
243055646;47.530933911436094, 7.589507217946432
243055650;47.53347984407601, 7.589388935018997
243055656;47.53711148486198, 7.589370175797475
243055664;47.548011527300396, 7.575369066978215
